"학교명","학교급구분","위도","경도"
"숭의여자중학교","중학교","37.50736414","126.9292433"
"구산중학교","중학교","37.60987202","126.9094887"
"신진과학기술고등학교","고등학교","37.59871385","126.9188364"
"신도림고등학교","고등학교","37.51406292","126.8820838"
"서울구의초등학교","초등학교","37.54300899","127.0803118"
"오산중학교","중학교","37.52358051","127.0008872"
"서울동자초등학교","초등학교","37.53505821","127.0721792"
"서울역촌초등학교","초등학교","37.60158417","126.913928"
"서울휘봉초등학교","초등학교","37.58567641","127.0700416"
"여의도여자고등학교","고등학교","37.52288764","126.9350871"
"창천중학교","중학교","37.55498958","126.9392951"
"서울오정초등학교","초등학교","37.49016566","126.8264392"
"경일고등학교","고등학교","37.54382982","127.0478683"
"공릉중학교","중학교","37.62222778","127.0836019"
"서울번동초등학교","초등학교","37.62900012","127.0400394"
"계성고등학교","고등학교","37.6074936","127.0201836"
"서울은명초등학교","초등학교","37.59769681","126.9182757"
"서울상일초등학교","초등학교","37.54757217","127.1726635"
"영동중학교","중학교","37.46598629","127.0251407"
"미성중학교","중학교","37.47538281","126.9120889"
"자운고등학교","고등학교","37.65902067","127.0506763"
"서울흥인초등학교","초등학교","37.56087001","127.0145555"
"서울휘경초등학교","초등학교","37.58573583","127.0582142"
"서울중동초등학교","초등학교","37.56641061","126.9117752"
"광희중학교","중학교","37.55115453","127.0339800489"
"신광여자고등학교","고등학교","37.54289988","126.9694475"
"화계중학교","중학교","37.63251806","127.0097091"
"혜화여자고등학교","고등학교","37.63130842","127.013212"
"양동중학교","중학교","37.54836875","126.8687172"
"서울삼성초등학교","초등학교","37.46852204","126.9404929"
"서울영서초등학교","초등학교","37.48896082","126.8955833"
"한서고등학교","고등학교","37.5747927","126.8081439"
"숙명여자고등학교","고등학교","37.49147536","127.0526126"
"서울신목초등학교","초등학교","37.51661098","126.8726408"
"은평중학교","중학교","37.61061869","126.9083472"
"성수고등학교","고등학교","37.54734181","127.0382534"
"서울아현초등학교","초등학교","37.5558319","126.9562422"
"동국대학교사범대학부속여자고등학교","고등학교","37.54192936","127.0869732"
"서울금호초등학교","초등학교","37.55189794","127.0207529"
"서울일원초등학교","초등학교","37.48978808","127.0763669"
"대일관광고등학교","고등학교","37.51141377","126.8349067"
"강빛중학교","중학교","37.5746155","127.1722195"
"세현고등학교","고등학교","37.56043066","126.8636211"
"서울강솔초등학교","초등학교","37.56186962","127.1802671"
"서울금북초등학교","초등학교","37.55749549","127.0235067"
"금호여자중학교","중학교","37.5580382","127.0204612"
"서울명일초등학교","초등학교","37.5545536","127.1425911"
"둔촌고등학교","고등학교","37.53143258","127.1438087"
"장충중학교","중학교","37.5535149","127.006415"
"한산중학교","중학교","37.52890274","127.1403034"
"서울신구로초등학교","초등학교","37.49966003","126.8897631"
"신화중학교","중학교","37.54082326","126.8298965"
"한광고등학교","고등학교","37.53884371","126.857922"
"상일미디어고등학교","고등학교","37.54858748","127.1708235"
"염경중학교","중학교","37.55453781","126.8705292"
"한영중학교","중학교","37.54914056","127.1577731"
"연천중학교","중학교","37.62754521","126.9258198"
"서울녹번초등학교","초등학교","37.60458339","126.9257463"
"서울망원초등학교","초등학교","37.56088948","126.9007631"
"서울신봉초등학교","초등학교","37.48557635","126.9493909"
"성신여자중학교","중학교","37.59462313","127.0231285"
"서울창동초등학교","초등학교","37.65536304","127.0448329"
"장훈고등학교","고등학교","37.51334559","126.9162285"
"풍문고등학교","고등학교","37.47135959","127.0999634"
"서울등촌초등학교","초등학교","37.54761422","126.8579422"
"용마중학교","중학교","37.5745074","127.0862687"
"성내중학교","중학교","37.52906191","127.1291173"
"광양고등학교","고등학교","37.52937892","127.0851823"
"동신중학교","중학교","37.53676952","127.1343666"
"신양중학교","중학교","37.53365227","127.0634311"
"서울연광초등학교","초등학교","37.62364876","126.923909"
"서울정목초등학교","초등학교","37.53652885","126.8700491"
"서울금나래초등학교","초등학교","37.4582299981","126.8962417"
"신길중학교","중학교","37.50201923","126.9154741"
"신반포중학교","중학교","37.50626532","126.9961146"
"염광고등학교","고등학교","37.63028445","127.0492646"
"서울등서초등학교","초등학교","37.55188439","126.8550381"
"한신초등학교","초등학교","37.65335584","127.0324273"
"윤중중학교","중학교","37.51897848","126.9241232"
"강동고등학교","고등학교","37.54991665","127.1606683"
"고덕중학교","중학교","37.56036661","127.1616435"
"경기상업고등학교","고등학교","37.58925853","126.9700571"
"서울상천초등학교","초등학교","37.64628513","127.0578888"
"서울명원초등학교","초등학교","37.55128785","127.1505002"
"영림중학교","중학교","37.49721962","126.8906895"
"서울공연초등학교","초등학교","37.62754753","127.0745089"
"중암중학교","중학교","37.57243177","126.9035851"
"서울우솔초등학교","초등학교","37.45709258","127.0192756"
"용산철도고등학교","고등학교","37.52430312","126.9673581"
"서울신기초등학교","초등학교","37.5113683","126.854213"
"인왕중학교","중학교","37.59273522","126.9517793"
"서울도시과학기술고등학교","고등학교","37.6078128","127.0330442"
"상계고등학교","고등학교","37.65272468","127.0554534"
"서울고덕초등학교","초등학교","37.56129361","127.1660799"
"광문고등학교","고등학교","37.56046181","127.1585463"
"노원고등학교","고등학교","37.66180319","127.0540195"
"서울석관초등학교","초등학교","37.61102206","127.0583553"
"서울영등포초등학교","초등학교","37.51294802","126.898215"
"서울청운초등학교","초등학교","37.58592131","126.9692423"
"상일중학교","중학교","37.54858748","127.1708235"
"서울금융고등학교","고등학교","37.5376165","126.8256209"
"동북중학교","중학교","37.52024061","127.1394507"
"성덕고등학교","고등학교","37.54996367","127.1419039"
"서울강동초등학교","초등학교","37.5463638","127.1301872"
"금호고등학교","고등학교","37.5536215","127.0234338"
"서울고은초등학교","초등학교","37.58500184","126.9439749"
"서울등마초등학교","초등학교","37.54204371","126.8616672"
"예일디자인고등학교","고등학교","37.6109459","126.9147928"
"서울가인초등학교","초등학교","37.6594678","127.0429509"
"한영고등학교","고등학교","37.54913153","127.1577731"
"서울교동초등학교","초등학교","37.57500567","126.9881513"
"상일여자고등학교","고등학교","37.54858748","127.1708235"
"영도중학교","중학교","37.53631557","126.8657711"
"서울양목초등학교","초등학교","37.52391851","126.8614719"
"신사중학교","중학교","37.52469784","127.0211914"
"서울어울초등학교","초등학교","37.60656331","126.9350984"
"재현중학교","중학교","37.66126447","127.0807998"
"서울성자초등학교","초등학교","37.53149357","127.0834083"
"오남중학교","중학교","37.48705969","126.837249"
"추계초등학교","초등학교","37.56317672","126.9540593"
"서울노량진초등학교","초등학교","37.51175038","126.9408242"
"서울신도초등학교","초등학교","37.63296389","126.9291989"
"서울천호초등학교","초등학교","37.54771897","127.1365923"
"동대문중학교","중학교","37.57452207","127.0519943"
"서울돈암초등학교","초등학교","37.59371444","127.0131036"
"연희중학교","중학교","37.57958728","126.9187918"
"내곡중학교","중학교","37.45200325","127.0544446"
"서울우신초등학교","초등학교","37.50986472","126.9118637"
"시흥중학교","중학교","37.44629507","126.9050823"
"상명대학교사범대학부속여자중학교","중학교","37.60410891","126.9551595"
"상명대학교사범대학부속초등학교","초등학교","37.60044056","126.9567149"
"동국대학교사범대학부속고등학교","고등학교","37.57804718","127.075133"
"고명외식고등학교","고등학교","37.59767468","127.0191869"
"서울원촌초등학교","초등학교","37.50618948","127.0125656"
"중앙중학교","중학교","37.58378822","126.9874726"
"남성중학교","중학교","37.47900822","126.972489"
"정신여자고등학교","고등학교","37.50945384","127.0738473"
"가재울고등학교","고등학교","37.57444587","126.9094148"
"상명대학교사범대학부속여자고등학교","고등학교","37.60410891","126.9551595"
"서울영상고등학교","고등학교","37.52330444","126.8602935"
"서울상봉초등학교","초등학교","37.59797895","127.0831714"
"서울원광초등학교","초등학교","37.65431092","127.0749142"
"서울월계초등학교","초등학교","37.62762424","127.0501876"
"우신고등학교","고등학교","37.49490231","126.8263536"
"오륜중학교","중학교","37.51632395","127.1389238"
"서울송례초등학교","초등학교","37.4778913","127.1384402"
"송례중학교","중학교","37.47783301","127.1397415"
"원촌중학교","중학교","37.5063251","127.0146997"
"방산고등학교","고등학교","37.50831315","127.1204696"
"세륜중학교","중학교","37.50893314","127.1312464"
"서울양원초등학교","초등학교","37.53821733","126.8231052"
"서울강남초등학교","초등학교","37.50619275","126.9533591"
"정신여자중학교","중학교","37.50945384","127.0738473"
"서울중화초등학교","초등학교","37.60292163","127.094065"
"서울상월초등학교","초등학교","37.65865224","127.0569799721"
"선유중학교","중학교","37.53328647","126.8943293"
"서울중목초등학교","초등학교","37.59008735","127.0793361"
"독산고등학교","고등학교","37.47621872","126.9109732"
"방산중학교","중학교","37.50937287","127.1218756"
"서울영림초등학교","초등학교","37.48734601","126.9025393"
"서울평화초등학교","초등학교","37.49156712","127.1228237"
"서울갈산초등학교","초등학교","37.51237156","126.8702299"
"서울태랑초등학교","초등학교","37.62625056","127.0906031"
"서울한천초등학교","초등학교","37.62070936","127.0692435"
"서울신구초등학교","초등학교","37.52336057","127.0239924"
"서울봉화초등학교","초등학교","37.61357623","127.0924085"
"단국대학교부속소프트웨어고등학교","고등학교","37.49562483","127.0577682"
"남서울중학교","중학교","37.48213625","126.9210371"
"봉은중학교","중학교","37.51897667","127.0623894"
"대영고등학교","고등학교","37.50366109","126.9058657"
"서울양동초등학교","초등학교","37.52584826","126.8512402"
"서울동작초등학교","초등학교","37.49410161","126.9765088"
"서울문영여자고등학교","고등학교","37.47290457","126.9509181"
"서울신성초등학교","초등학교","37.47200331","126.9367542"
"서울가주초등학교","초등학교","37.49656722","127.1292617"
"선덕고등학교","고등학교","37.65634868","127.0268766"
"안천중학교","중학교","37.45952426","126.8874988"
"서울잠일초등학교","초등학교","37.51474166","127.0816362"
"홍익디자인고등학교","고등학교","37.56351064","126.9191663"
"서울마천초등학교","초등학교","37.49550545","127.1526295"
"은광여자고등학교","고등학교","37.48837857","127.0352324"
"성심여자중학교","중학교","37.53420937","126.9545934"
"서울위례솔초등학교","초등학교","37.48663746","127.1509109"
"위례솔중학교","중학교","37.48738292","127.1503042"
"서울자곡초등학교","초등학교","37.47219072","127.0996665"
"세화여자중학교","중학교","37.5019828","126.9942300138"
"인헌중학교","중학교","37.47269621","126.9688402"
"서울신곡초등학교","초등학교","37.53909546","126.8560096"
"단국대학교사범대학부속고등학교","고등학교","37.49561749","127.0577682"
"서울공진초등학교","초등학교","37.55780477","126.8226104"
"서울영화초등학교","초등학교","37.50890811","126.9329735"
"서울독립문초등학교","초등학교","37.57421553","126.9599722"
"서울한남초등학교","초등학교","37.53920365","127.0055998"
"서울명신초등학교","초등학교","37.58146865","127.0146229"
"등명중학교","중학교","37.56019335","126.8433041"
"서울서원초등학교","초등학교","37.5024389","127.0146195"
"서울신내초등학교","초등학교","37.60493422","127.1001285"
"서울중곡초등학교","초등학교","37.57489173","127.083439"
"원묵고등학교","고등학교","37.61523231","127.0855078"
"서울전농초등학교","초등학교","37.57473031","127.0543331"
"봉영여자중학교","중학교","37.50921598","126.8601984"
"서울잠실초등학교","초등학교","37.52010753","127.1113114"
"서울논현초등학교","초등학교","37.5084232","127.0262229"
"서울구룡초등학교","초등학교","37.48119739","127.0517714"
"서울면동초등학교","초등학교","37.58535152","127.0865922"
"서울불광초등학교","초등학교","37.61342945","126.9307187"
"서울가원초등학교","초등학교","37.48944215","127.1110274"
"목동중학교","중학교","37.5209572","126.8714631"
"서울우장초등학교","초등학교","37.54963819","126.8459842"
"서울교육대학교부설초등학교","초등학교","37.49074049","127.0154245"
"구일고등학교","고등학교","37.49350529","126.8746185"
"서울대학교사범대학부설여자중학교","중학교","37.5775997","127.0042955"
"서울신방학초등학교","초등학교","37.66668425","127.0289181"
"서울신상계초등학교","초등학교","37.66751782","127.0758263"
"서울로봇고등학교","고등학교","37.48073174","127.0845761"
"서울영도초등학교","초등학교","37.53596257","126.871927"
"중원중학교","중학교","37.64423868","127.0680295"
"신관중학교","중학교","37.48020125","126.9344522"
"서울가동초등학교","초등학교","37.49741227","127.1300159"
"서울신길초등학교","초등학교","37.51087166","126.9267292"
"수도전기공업고등학교","고등학교","37.48493754","127.0644787"
"서울미래초등학교","초등학교","37.50510665","126.8880137"
"서울월촌초등학교","초등학교","37.54069543","126.876258"
"서울은정초등학교","초등학교","37.51112797","126.8670434"
"방이중학교","중학교","37.51501058","127.1132445"
"영동고등학교","고등학교","37.52138901","127.0437393"
"재현고등학교","고등학교","37.66129064","127.0807998"
"숭의여자고등학교","고등학교","37.50736414","126.9292433"
"신목중학교","중학교","37.53702399","126.8730725"
"단국대학교사범대학부속중학교","중학교","37.49561749","127.0577682"
"서울대곡초등학교","초등학교","37.49471064","127.0650265"
"광영고등학교","고등학교","37.5371981","126.8232759"
"광영여자고등학교","고등학교","37.5371981","126.8232464"
"장승중학교","중학교","37.50314858","126.940834"
"은성중학교","중학교","37.48837857","127.0352324"
"서울오금초등학교","초등학교","37.50886634","127.1323312"
"서울안천초등학교","초등학교","37.45874564","126.8883900284"
"서울대진초등학교","초등학교","37.49701211","127.0780425"
"서울오륜초등학교","초등학교","37.51242411","127.1345763"
"서울개명초등학교","초등학교","37.48303904","126.8509791"
"서울신강초등학교","초등학교","37.52584419","126.8422639"
"서울가산초등학교","초등학교","37.47816515","126.8963297"
"화곡고등학교","고등학교","37.54793611","126.8315357"
"서울장평초등학교","초등학교","37.57399502","127.073891"
"태랑중학교","중학교","37.62698409","127.0913718"
"서울정곡초등학교","초등학교","37.57695491","126.8189328"
"영락고등학교","고등학교","37.47654259","126.9454164"
"오주중학교","중학교","37.50150661","127.1362653"
"대광고등학교","고등학교","37.57795467","127.0253235"
"서울원묵초등학교","초등학교","37.61774881","127.0868142"
"동광초등학교","초등학교","37.45199688","126.9158199"
"서울염경초등학교","초등학교","37.55500067","126.8712046"
"역삼중학교","중학교","37.49593388","127.0488444"
"서울개웅초등학교","초등학교","37.48857132","126.8499823"
"영락의료과학고등학교","고등학교","37.47658804","126.9454164"
"휘문중학교","중학교","37.50528945","127.0619841"
"휘경공업고등학교","고등학교","37.58521558","127.0697283"
"서울연촌초등학교","초등학교","37.63441465","127.0725113"
"서울잠전초등학교","초등학교","37.50733791","127.0838499"
"서서울생활과학고등학교","고등학교","37.50382919","126.8282007"
"서울이문초등학교","초등학교","37.60189649","127.064885"
"서울정심초등학교","초등학교","37.47199405","126.9082144"
"서울양재초등학교","초등학교","37.47416538","127.0318861"
"서울월천초등학교","초등학교","37.64804738","127.0517539"
"대진여자고등학교","고등학교","37.64617362","127.0671966"
"서울천동초등학교","초등학교","37.5410159","127.1378287"
"서울묘곡초등학교","초등학교","37.55871279","127.1530934"
"서울천일초등학교","초등학교","37.54436122","127.1334367"
"우촌초등학교","초등학교","37.59560791","127.0114325"
"해누리중학교","중학교","37.49841159","127.1021919"
"도선고등학교","고등학교","37.56684395","127.0269957"
"서울고일초등학교","초등학교","37.55154262","127.1694101"
"서울해누리초등학교","초등학교","37.49841159","127.1021242"
"서울양원숲초등학교","초등학교","37.60934379","127.1051943"
"서울인공지능고등학교","고등학교","37.49175309","127.1423309"
"서울세명초등학교","초등학교","37.4688571","127.0910759"
"서울가락초등학교","초등학교","37.50002115","127.1076425"
"서울하늘숲초등학교","초등학교","37.48415943","126.8414178"
"환일고등학교","고등학교","37.55360652","126.9628021"
"서울항동초등학교","초등학교","37.47701589","126.8241103"
"서울강덕초등학교","초등학교","37.55954748","127.1604836"
"서울응암초등학교","초등학교","37.58875319","126.9216161"
